,tweets,date,user,location
958,"Thank you, BLACKSWANS AND MELLOWS 🤍

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/zzpvWFPMPp",2022-11-10 06:38:32+00:00,marynoonaa,"Iloilo, Philippines"
959,"Your happiness always matters. 🤍

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/P8mT0f619X",2022-11-10 06:36:09+00:00,marynoonaa,"Iloilo, Philippines"
961,"thank you blackswans and marshmellows for making this project 😭💗

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YE… https://t.co/vIj9qUFyC3",2022-11-10 06:33:43+00:00,xpjhooney,neocity in teuland
962,"this is me praying that this was the very first page, not where the storyline ends. my thoughts will echo your name… https://t.co/CvjdPmpdzl",2022-11-10 06:33:24+00:00,gngsVIP,she/her
963,"Hoping you can read all these sincere and heartfelt messages. We love you!💖

WISHING YOU ALL THE BEST, OUR ACES MAS… https://t.co/DWWKkwUDss",2022-11-10 06:33:03+00:00,MY32507,
964,how can i listen to this song without thinking of ot12 memories and mashiho and yedam? ☹️ https://t.co/BUBr5EoVKd,2022-11-10 06:32:54+00:00,_trsrlovebot,ot12
967,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM 
https://t.co/2J0yQjU1ad",2022-11-10 06:31:45+00:00,bydnocontext,turn on 🔔 : 🦊
968,"If there’s anything I’ll be worried about it’s just your health and mental wellbeing, coz career wise I know you tw… https://t.co/dbw7AQM9D5",2022-11-10 06:31:09+00:00,xoxogHeLa21,JiKyuLandia
969,"@dailytre4sure Bcs, the more i stay here the more it's hurt and it will hard for me to support Treasure fully. I do… https://t.co/oM1CxV66cx",2022-11-10 06:30:37+00:00,treasuredharma,Bali
970,"@daine_blackswan WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 06:30:00+00:00,marynoonaa,"Iloilo, Philippines"
971,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/UCxbUvoHFN",2022-11-10 06:29:52+00:00,kimteume870,
972,"@bswanmomsph WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 06:29:23+00:00,marynoonaa,"Iloilo, Philippines"
973,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/BTK2gch5lO",2022-11-10 06:25:47+00:00,asherliangail,
975,@dailytre4sure My only purpose of opening Twitter everyday is hoping there might a news that Yedam and Mashiho came… https://t.co/jLOu3bpaq8,2022-11-10 06:23:55+00:00,ydnicyga,she/her
976,"@ad4star WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다 #BANGYEDAM #MASHIHO",2022-11-10 06:23:14+00:00,alollahee,
977,mashiho and yedam 🥹🥹🥹https://t.co/69dVAgLdx7,2022-11-10 06:21:27+00:00,mashitereu,SheHer
978,"Thank you for the memories until the next chapter we will wait even it took it forever..

WISHING YOU ALL THE BEST,… https://t.co/PLFc2skegH",2022-11-10 06:21:27+00:00,yeddie25,Philippines
979,"from demand truck to BS get your message ready cause we changing it to wishing you all the best.🤧🤧🤧

FROM BLACKSWAN… https://t.co/Lbdv9JMlUW",2022-11-10 06:21:09+00:00,Sweetlacey10,UK
980,"I love you. Comeback again soon :(

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다 
#MASHIHO #BANGYEDAM 

WISHING YOU ALL THE BEST,… https://t.co/LEQLZL5MwN",2022-11-10 06:20:54+00:00,teumetivation,teuland
981,I can't stop thinking about Bang Yedam and Mashiho. Maybe I only need just one update from both of them just so I c… https://t.co/aLDSszoSHI,2022-11-10 06:19:43+00:00,teumetivation,teuland
983,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/Xz6I0HW93Z",2022-11-10 06:17:46+00:00,strawberry4ruto,
984,"@ad4star WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM🙌🏻👏🏻🫶🏻
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다 #BANGYEDAM #MASHIHO",2022-11-10 06:16:31+00:00,xoluvwfani,
985,Teume! This's story about LED ADS PROJECTS for Mashiho &amp; Bang Yedam 🥹 thanks to all of you who always support Mashi… https://t.co/x5kpb0lzVn,2022-11-10 06:16:17+00:00,treasuremenfess,
987,"wts lfb ph

sealed treasure blooming md photocard set
➥ ₱1,500/ea

❧ onhand
❧ payo | 3 days reservation
🙅🏻‍♀️ to se… https://t.co/jxtfrJN4Gb",2022-11-10 06:15:00+00:00,StayTeumeIFNT,
989,"thank you 🥹🥹🥹🥹🥹💙💙💙💙💙

WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ https://t.co/iUt5oMCPUg",2022-11-10 06:13:53+00:00,akjodohjaemin,she/they 
990,"@_jinyoondara_ WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 06:13:37+00:00,000_neyha,Hong Kong
991,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/uQ5lsQLvhF",2022-11-10 06:13:05+00:00,000_neyha,Hong Kong
992,"I'm miss you mashidam:)!🫂🤍
💎💎
#MASHIHO 
#YEDAM https://t.co/zBWrtsXBVA",2022-11-10 06:13:04+00:00,yeganehpark1,
993,Mashiho and yedam please came to us quickly,2022-11-10 06:12:47+00:00,kyutieskim12,
994,GUYS WTF I JUST REALIZED HEARD THAT MASHIHO AND YEDAM LEFT TREASURE GOODBYE TWO OF BIASES LEFT WTF😭😭💔💔 IM SO BROKEN TOO SUUDDEN,2022-11-10 06:12:22+00:00,bbhsstars,philippines/usa
996,"@Sweetlacey10 WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM #우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다 #BANGYEDAM #MASHIHO",2022-11-10 06:11:01+00:00,haejin143,of yga & p1harmony
997,"FROM BLACKSWANS &amp; MASHMELLOWS. 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/y4vIoTZAdr",2022-11-10 06:10:37+00:00,pptmlm,💜🍀AlwaysHereForMashiho🍀💜
998,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/MPNwiPvmvE",2022-11-10 06:10:26+00:00,ownedbyakim,012♡
999,"@lovesnyongtory Thank you so much! 💖

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/AXaex3xMYr",2022-11-10 06:10:04+00:00,MY32507,
